,link,title,provider,n_subscribers,description
1956,https://www.coursera.org/learn/lesson-get-ready-for-the-interview,Lesson | Get Ready for the Interview,Georgia Institute of Technology,"18,795","This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course."
1957,https://www.coursera.org/learn/popularity,Psychology of Popularity,The University of North Carolina at Chapel Hill,"60,556","The level of popularity you experienced in childhood and adolescence is still affecting you today in ways that you may not even realize.  Learn about how psychologists study popularity and how these same concepts can be used in adulthood to be more successful at work, become better parents, and have a happier life."
1958,https://www.coursera.org/learn/html,Introduction to HTML5,University of Michigan,"432,379","Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge. We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have a page, what do I do now?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities.  The textbook we use is available online, “The Missing Link: An Introduction to Web Development and Programming” by Michael Mendez from www.opensuny.org."
1959,https://www.coursera.org/learn/introduction-psychology,na,na,na,na
1960,https://www.coursera.org/learn/making-virtual-reality-game,Making Your First Virtual Reality Game,University of London,"21,520","Virtual Reality is one of the most exciting experiences that technology can give us. The immersion and presence you can have in VR is quite unlike any other medium. Like many others, you are excited about the possibilities of this new medium and want to get started developing your own VR experiences. This course will take you through all of the steps you need to create a VR game or other project."
1961,https://www.coursera.org/learn/sequence-models-in-nlp,Natural Language Processing with Sequence Models,DeepLearning.AI,"33,414","In Course 3 of the Natural Language Processing Specialization, offered by deeplearning.ai, you will:"
1962,https://www.coursera.org/learn/solving-algorithms-discrete-optimization,Solving Algorithms for Discrete Optimization,The University of Melbourne,"7,029","Discrete Optimization aims to make good decisions when we have many possibilities to choose from. Its applications are ubiquitous throughout our society. Its applications range from solving Sudoku puzzles to arranging seating in a wedding banquet.  The same technology can schedule planes and their crews, coordinate the production of steel, and organize the transportation of iron ore from the mines to the ports. Good decisions on the use of scarce or expensive resources such as staffing and material resources also allow corporations to improve their profit by millions of dollars.  Similar problems also underpin much of our daily lives and are part of determining daily delivery routes for packages, making school timetables, and delivering power to our homes. Despite their fundamental importance, these problems are a nightmare to solve using traditional undergraduate computer science methods."
1963,https://www.coursera.org/learn/python-programming-introduction,Python Programming: A Concise Introduction,Wesleyan University,"198,132","The goal of the course is to introduce students to Python Version 3.x programming using hands on instruction. It will show how to install Python and use the Spyder IDE (Integrated Development Environment) for writing and debugging programs. The approach will be to present an example followed by a small exercise where the learner tries something similar to solidify a concept.  At the end of each module there will be an exercise where the student is required to write simple programs and submit them for grading.  It is intended for students with little or no programming background, although students with such a background should be able to move forward at their preferred pace."
1964,https://www.coursera.org/learn/androidapps,"Android App Components - Intents, Activities, and Broadcast Receivers",Vanderbilt University,"40,070","This 4 week MOOC builds upon the overview of Java and Android covered in Course 1 by delving deeper into core Android app components, such as intents, activities, and broadcast receivers.  You will learn by example how to program these core Android components together with Android concurrency frameworks and basic Java file I/O classes (such as File and InputStream) and Android storage mechanisms (such as Shared Preferences). You'll also learn how to use the Git source code management system. Throughout this MOOC you'll work incrementally on a project involving downloading, storing, and display images from remote websites. Each week you will add additional capabilities to the project, based on material covered in the lecture videos. You'll spend roughly 4 hours per week watching video lectures, taking quizzes, and programming assignments with Java and Android."
1965,https://www.coursera.org/learn/psychosocial-spiritual-aspects-palliative-care,Psychosocial and Spiritual Aspects of Palliative Care,University of Colorado System,"2,843","In this course, you’ll learn how serious and life-threatening illnesses often affect emotional and spiritual well-being. Illnesses can increase stress as patients and families learn to live with a “new normal” that may often focus on illness. You’ll learn how to tell when normal sadness (or grief) becomes something more serious and needs to be addressed. People with serious illnesses also have social concerns as their family, friends and community support system becomes stretched, and sometimes fails. We’ll talk about resources and skills you can use to help support patients and families. You’ll learn about advance care planning, that includes shared decision-making, setting goals of care, and writing down plans for care."
1966,https://www.coursera.org/learn/public-speaking,Introduction to Public Speaking,University of Washington,"193,858",This course gives you a reliable model for preparing and delivering effective presentations.
1967,https://www.coursera.org/learn/big-data-essentials,"Big Data Essentials: HDFS, MapReduce and Spark RDD",Yandex,"51,457","Have you ever heard about such technologies as HDFS, MapReduce, Spark? Always wanted to learn these new tools but missed concise starting material? Don’t miss this course either!"
1968,https://www.coursera.org/learn/lesson-organize-your-pitch,Lesson | Organize Your Pitch,Georgia Institute of Technology,"7,256","This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course."
1969,https://www.coursera.org/learn/business-english,Business English: Basics,The Hong Kong University of Science and Technology,"101,129","This course aims to improve your Business English language skills by developing your vocabulary and reading skills and your understanding of tone, style and knowledge of communication methods. We'll also cover how these language skills can enhance audience analysis, business case analysis and basic business communication strategies. Skills learned in this course will often be referred to and needed to complete the speaking, writing and cross-cultural communications courses of this Specialization."
1970,https://www.coursera.org/learn/spanish-vocabulary-careers,Spanish Vocabulary: Careers and Social Events,"University of California, Davis","24,820","¡Hola! This fourth course will introduce new vocabularies in the areas of dining, fashion, professions and careers and will bring you ever closer to the 500 word threshold for beginning Spanish. The course will also introduce the subjunctive and the future tense so that you can begin to speak about future events, things they desire and pursuing professional goals. This is the final course before you will undertake a project that showcases your mastery of basic Spanish vocabulary and grammar."
1971,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,Artificial Intelligence in Marketing,University of Virginia,"6,892","AI is everywhere! By harnessing the power of Artificial Intelligence, businesses and marketers have amazing growth potential, and the opportunities to enhance marketing with AI are always expanding. But how can businesses use AI tools to drive their success and gain sustainable competitive advantages? What are the challenges faced by businesses as they implement AI into their marketing strategies?"
1972,https://www.coursera.org/learn/robotic-process-automation,Making the Case for Robotic Process Automation,Association of International Certified Professional Accountants,"5,109",Overview
1973,https://www.coursera.org/learn/mathematics-for-computer-science,Mathematics for Computer Science,University of London,"20,300","“Welcome to Introduction to Numerical Mathematics. This is designed to give you part of the mathematical foundations needed to work in computer science in any of its strands, from business to visual digital arts, music, games. At any stage of the problem solving and modelling stage you will require numerical and computational tools. We get you started in binary and other number bases, some tools to make sense of sequences of numbers, how to represent space numerical using coordinates, how to study variations of quantities via functions and their graphs. For this we prepared computing and everyday life problems for you to solve using these tools, from sending secret messages to designing computer graphics."
1974,https://www.coursera.org/learn/single-variable-calculus,Calculus: Single Variable Part 1 - Functions,University of Pennsylvania,"112,914","Calculus is one of the grandest achievements of human thought, explaining everything from planetary orbits to the optimal size of a city to the periodicity of a heartbeat. This brisk course covers the core ideas of single-variable Calculus with emphases on conceptual understanding and applications. The course is ideal for students beginning in the engineering, physical, and social sciences. Distinguishing features of the course include: 1) the introduction and use of Taylor series and approximations from the beginning; 2) a novel synthesis of discrete and continuous forms of Calculus; 3) an emphasis on the conceptual over the computational; and 4) a clear, dynamic, unified approach."
1975,https://www.coursera.org/learn/ai-in-healthcare-capstone,AI in Healthcare Capstone,Stanford University,"2,924","This capstone project takes you on a guided tour exploring all the concepts we have covered in the different classes up till now. We have organized this experience around the journey of a patient who develops some respiratory symptoms and given the concerns around COVID19 seeks care with a primary care provider. We will follow the patient's journey from the lens of the data that are created at each encounter, which will bring us to a unique de-identified dataset created specially for this specialization. The data set spans EHR as well as image data and using this dataset, we will build models that enable risk-stratification decisions for our patient. We will review how the different choices you make -- such as those around feature construction, the data types to use, how the model evaluation is set up and how you handle the patient timeline -- affect the care that would be recommended by the model. During this exploration, we will also discuss the regulatory as well as ethical issues that come up as we attempt to use AI to help us make better care decisions for our patient. This course will be a hands-on experience in the day of a medical data miner."
1976,https://www.coursera.org/learn/lesson-small-talk-and-conversational-vocabulary,Lesson | Small Talk & Conversational Vocabulary,Georgia Institute of Technology,"94,200","This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course."
1977,https://www.coursera.org/learn/business-analytics-decision-making,Business Analytics for Decision Making,University of Colorado Boulder,"72,881","In this course you will learn how to create models for decision making. We will start with cluster analysis, a technique for data reduction that is very useful in market segmentation. You will then learn the basics of Monte Carlo simulation that will help you model the uncertainty that is prevalent in many business decisions. A key element of decision making is to identify the best course of action. Since businesses problems often have too many alternative solutions, you will learn how optimization can help you identify the best option. What is really exciting about this course is that you won’t need to know a computer language or advanced statistics to learn about these predictive and prescriptive analytic models. The Analytic Solver Platform and basic knowledge of Excel is all you’ll need. Learners participating in assignments will be able to get free access to the Analytic Solver Platform."
1978,https://www.coursera.org/learn/spatial-data-science,Spatial Data Science and Applications,Yonsei University,"18,121","Spatial (map) is considered as a core infrastructure of modern IT world, which is substantiated by business transactions of major IT companies such as Apple, Google, Microsoft, Amazon, Intel, and Uber, and even motor companies such as Audi, BMW, and Mercedes. Consequently, they are bound to hire more and more spatial data scientists.  Based on such business trend, this course is designed to present a firm understanding of spatial data science to the learners, who would have a basic knowledge of data science and data analysis, and eventually to make their expertise differentiated from other nominal data scientists and data analysts.  Additionally, this course could make learners realize the value of spatial big data and the power of open source software's to deal with spatial data science problems."
1979,https://www.coursera.org/learn/converter-control,Converter Control,University of Colorado Boulder,"21,984","This course can also be taken for academic credit as ECEA 5702, part of CU Boulder’s Master of Science in Electrical Engineering degree."
1980,https://www.coursera.org/learn/malsoftware,na,na,na,na
1981,https://www.coursera.org/learn/linear-algebra-machine-learning,Mathematics for Machine Learning: Linear Algebra,Imperial College London,"259,950","In this course on Linear Algebra we look at what linear algebra is and how it relates to vectors and matrices. Then we look through what vectors and matrices are and how to work with them, including the knotty problem of eigenvalues and eigenvectors, and how to use these to solve problems. Finally  we look at how to use these to do fun things with datasets - like how to rotate images of faces and how to extract eigenvectors to look at how the Pagerank algorithm works."
1982,https://www.coursera.org/learn/spanish-vocabulary-project,Spanish Vocabulary Project,"University of California, Davis","20,307","In this course, we'll imagine that you are applying for an all-expenses paid, educational trip to a Spanish-speaking nation of your choice. You'll introduce yourself to a host family that you'll be staying with, research the rich culture and history of the place you intend to visit and compare it with your own country, and plan out an itinerary of places you plan to see, and things you plan to do and experience while visiting. In addition, you'll summarize the key points of your written report in an oral presentation. This course is challenging and is meant to test everything you've learned in the Spanish Vocabulary specialization. It will provide you an excellent way in which to test what you know and what you still need to work on in your Spanish learning journey."
1983,https://www.coursera.org/learn/content-management-strategy,Content Strategy for Professionals: Managing Content,Northwestern University,"14,039","In the second course of the Content Strategy Specialization - ""Managing Content"" - you will dive deeper into Content Strategy by learning some great options for managing your important content once it's been created. You will look at media platforms and how best to tell an organization’s “content story” across those platforms using a human-centered design. Then, you'll take a close look at ways to best utilize social and mobile media, as well as some of the issues around insourcing/outsourcing content. Finally, you'll get an inside look at how legal issues associated with Content Strategy are handled in companies large and small around the globe."
1984,https://www.coursera.org/learn/animals-institutions,Animals and Institutions,University of Colorado Boulder,na,"This course explores animals within the context of the functional relationships that sociologists call “institutions.” We first examine the use of animals in laboratory science. We then examine the controversial transformation of animals into “livestock” and ""meat."" We also explore the perspectives of people committed to rejecting the construction and use of animals as food. Next, we focus on some of the roles of animals in human entertainment with particular attention to dog fighting and zoos. Finally, we investigate animal health and welfare through the lens of dilemmas in veterinary medicine and decisions in animal shelters."
1985,https://www.coursera.org/learn/business-case-analysis,Business Case Analysis,The Hong Kong University of Science and Technology,"4,934","The Capstone project is the culmination of your journey through the Business English for Non-Native Speakers specialization. It is aimed at applying the written and spoken skills that you have gained to an authentic business situation. You will be able to choose a business case provided by HKUST, or use an example from your own work experience and:"
1986,https://www.coursera.org/learn/camera-control,Camera Control,Michigan State University,"61,604","Welcome to Course Two of Photography Basics and Beyond: From Smartphone to DSLR!  Now that you have a broad understanding of the various types of cameras, the importance of setting up Menus and Functions to gain control in your photography, and the difference between Auto and Program exposure modes, you are ready to move into even greater Camera Control!"
1987,https://www.coursera.org/learn/ar-technologies-video-streaming,AR (Augmented Reality) & Video Streaming Services Emerging Technologies,Yonsei University,"8,826","Welcome to the course “Augmented Reality & Video Service Emerging Technologies.” The level of AR (Augmented Reality) and advanced video & multimedia technology included in a product is what determines the level of value and luxury. The objective of this course is to teach all important technologies that are used in state-of-the-art AR, Skype, and YouTube video and multimedia products and services. This includes the advanced video and real-time multimedia delivery mechanisms based on H.264/MPEG-4 AVC, MPEG-DASH, CDN, and mobile CDN. If you have knowledge of these core technologies, you can understand the operations that are used in every advanced video and multimedia system in the World. As the future World of business and products are driven to be more and more video and multimedia oriented, having knowledge of these core technologies will enable you to lead your company to become the true World leader in AR and video multimedia technology products, services, and business. Thus, I cordially welcome you into the beautiful and powerful World of advanced AR and video multimedia!"
1988,https://www.coursera.org/learn/lesson-telephone-language,Lesson | Telephone Language,Georgia Institute of Technology,"10,812","This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course."
1989,https://www.coursera.org/learn/multivariate-calculus-machine-learning,Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,"96,646","This course offers a brief introduction to the multivariate calculus required to build many common machine learning techniques. We start at the very beginning with a refresher on the “rise over run” formulation of a slope, before converting this to the formal definition of the gradient of a function. We then start to build up a set of tools for making calculus easier and faster. Next, we learn how to calculate vectors that point up hill on multidimensional surfaces and even put this into action using an interactive game. We take a look at how we can use calculus to build approximations to functions, as well as helping us to quantify how accurate we should expect those approximations to be. We also spend some time talking about where calculus comes up in the training of neural networks, before finally showing you how it is applied in linear regression models. This course is intended to offer an intuitive understanding of calculus, as well as the language necessary to look concepts up yourselves when you get stuck. Hopefully, without going into too much detail, you’ll still come away with the confidence to dive into some more focused machine learning courses in future."
1990,https://www.coursera.org/learn/speak-english-professionally,na,na,na,na
1991,https://www.coursera.org/learn/python-machine-learning-for-investment-management,Python and Machine Learning for Asset Management,EDHEC Business School,"11,989","This course will enable you mastering machine-learning approaches in the area of investment management. It has been designed by two thought leaders in their field, Lionel Martellini from EDHEC-Risk Institute and John Mulvey from Princeton University. Starting from the basics, they will help you build practical skills to understand data science so you can make the best portfolio decisions."
1992,https://www.coursera.org/learn/management-fundamentals-healthcare-administrators,Management Fundamentals,University of Pennsylvania,"10,862","People are the most valuable asset of any business, but they are also the most unpredictable, and the most difficult asset to manage. And although managing people well is critical to the health of any organization, most managers don't get the training they need to make good management decisions. Now, award-winning authors and renowned management Professors Mike Useem and Peter Cappelli of the Wharton School have designed this course to introduce you to the key elements of managing people. Based on their popular course at Wharton, this course will teach you how to motivate individual performance and design reward systems, how to design jobs and organize work for high performance, how to make good and timely management decisions, and how to design and change your organization’s architecture. By the end of this course, you'll have developed the skills you need to start motivating, organizing, and rewarding people in your organization so that you can thrive as a business and as a social organization."
1993,https://www.coursera.org/learn/toolkit-sales-process,Building a Toolkit for Your Sales Process,Northwestern University,"8,478","In Course 4, we are quite literally “putting it all together”. We will review the insights we gained from our barter experiment and use the tools we created each week to curate your Sales Toolkit."
1994,https://www.coursera.org/learn/engineering-design-process-fusion-360,Engineering Design Process with Autodesk Fusion 360,Autodesk,"14,694","This course provides a deeper exploration of mechanical assemblies and simulation, which are key engineering features of the design and manufacturing process. The foundation of engineering design is exploration and iteration. Design is rarely a perfectly linear and straightforward process. In this course, we'll explore mechanical assembly design and simulation, focusing on testing and improving design components and performance. As we move through design assumptions, testing, and refining design ideas, we'll come closer to a final design, while developing a deeper knowledge in Autodesk® Fusion 360™ for simulating and analyzing product functionality."
1995,https://www.coursera.org/learn/ai-privacy-and-convenience,Artificial Intelligence Privacy and Convenience,LearnQuest,"1,900","In this course, we will explore fundamental concepts involved in security and privacy of machine learning projects. Diving into the ethics behind these decisions, we will explore how to protect users from privacy violations while creating useful predictive models. We will also ask big questions about how businesses implement algorithms and how that affects user privacy and transparency now and in the future."
1996,https://www.coursera.org/learn/animals-self-society,"Animals, Self, and Society",University of Colorado Boulder,"2,885","This course explores how animals and people are situated within the web of structures and connections known as “society.” Module 1 considers some of the key symbolic roles that animals play in society by investigating the practice of “thinking with animals.” We investigate how people construct different meanings of animals and the implications these meanings have for both animals and humans. You will gain first-hand experience of this by analyzing how animals are represented in the media. Modules 2 and 3 investigate human-animal relationships, including those that involve suffering as well as those that are beneficial. Although many people describe their pets as friends or family members, Module 2 takes a deeper dive into what constitutes friendship and family membership where other species are concerned. Module 3 examines the dark side of these relationships, focusing on animal abuse and its relationship to domestic violence. Module 4 focuses on people’s encounters with those animals outside the boundaries of the home and the farm. The way people understand and regard the species commonly considered “wild” shapes the treatment and moral status of these animals."
1997,https://www.coursera.org/learn/pca-machine-learning,Mathematics for Machine Learning: PCA,Imperial College London,"62,443","This intermediate-level course introduces the mathematical foundations to derive Principal Component Analysis (PCA), a fundamental dimensionality reduction technique. We'll cover some basic statistics of data sets, such as mean values and variances, we'll compute distances and angles between vectors using inner products and derive orthogonal projections of data onto lower-dimensional subspaces. Using all these tools, we'll then derive PCA as a method that minimizes the average squared reconstruction error between data points and their reconstruction."
1998,https://www.coursera.org/learn/journalism,English for Journalism,University of Pennsylvania,"176,105","Welcome to English for Journalism, a course created by the University of Pennsylvania, and funded by the U.S. Department of State Bureau of Educational and Cultural Affairs, Office of English Language Programs."
1999,https://www.coursera.org/learn/conversational-sales,Conversational Selling Playbook for SDRs,Salesforce,"2,611","This is Course 3 in the Salesforce Sales Development Representative Professional Certificate. In order to successfully complete the course, please ensure you have taken Course 1: Groundwork for Success in Sales Development and Course 2: Foundations for Interviewing with Confidence."
2000,https://www.coursera.org/learn/lesson-understand-and-be-understood-on-the-phone,Lesson | Understand and Be Understood on the Phone,Georgia Institute of Technology,"8,648","This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course."
2001,https://www.coursera.org/learn/burgos-deciphering-secrets-medieval-spain,Burgos: Deciphering Secrets of Medieval Spain,University of Colorado System,"2,215","This advanced course focuses on two primary goals: (1) appraising how Jews, Christians, and Muslims shaped the history of medieval Spain and (2) mastering the craft of Spanish paleography, the skill of identifying Spanish handwriting in the 11th- through 15th-century manuscripts. Through the lens of the medieval history of Burgos, we dedicate 75% percent of our efforts to developing pragmatic expertise in the interpretation of Carolingian/French/Gothic handwriting."
2002,https://www.coursera.org/learn/synbioethics,"Engineering Life: Synbio, Bioethics & Public Policy",Johns Hopkins University,"6,366","Synbio is a diverse field with diverse applications, and the different contexts (e.g., gain-of-function research, biofuels) raise different ethical and governance challenges. The objective of this course is to increase learners’ awareness and understanding of ethical and policy/governance issues that arise in the design, conduct and application of synthetic biology. The course will begin with a short history of recombinant DNA technology and how governance of that science developed and evolved, and progress through a series of areas of application of synbio."
2003,https://www.coursera.org/learn/machine-learning-asset-management-alternative-data,Python and Machine-Learning for Asset Management with Alternative Data Sets,EDHEC Business School,"10,141","Over-utilization of market and accounting data over the last few decades has led to portfolio crowding, mediocre performance and systemic risks, incentivizing financial institutions which are looking for an edge to quickly adopt alternative data as a substitute to traditional data. This course introduces the core concepts around alternative data, the most recent research in this area, as well as practical portfolio examples and actual applications. The approach of this course is somewhat unique because while the theory covered is still a main component, practical lab sessions and examples of working with alternative datasets are also key. This course is fo you if you are aiming at carreers prospects as a data scientist in financial markets, are looking to enhance your analytics skillsets to the financial markets, or if you are interested in cutting-edge technology and research as  they apply to big data. The required background is: Python programming, Investment theory , and Statistics. This course will enable you to learn new data and research techniques applied to the financial markets while strengthening data science and python skills."
2004,https://www.coursera.org/learn/management-skills-international-business,Management Skills for International Business,University of London,"18,486","This course focuses on a range of management techniques. You’ll discover the main skills and competencies of effective leaders, and how to distinguish between management and leadership. The course will cover team dynamics, how to build effective relationships, key motivation theories, and how to use communication to best effect."
2005,https://www.coursera.org/learn/mathematics-for-economists,Mathematics for economists,HSE University,"27,238",This course is an important part of the undergraduate stage in education for future economists. It's also useful for graduate students who would like to gain knowledge and skills in an important part of math. It gives students skills for implementation of the mathematical knowledge and expertise to the problems of economics. Its prerequisites are both the knowledge of the single variable calculus and the foundations of linear algebra including operations on matrices and the general theory of systems of simultaneous equations. Some knowledge of vector spaces would be beneficial for a student.
2006,https://www.coursera.org/learn/soulbeliefs2,Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems,Rutgers the State University of New Jersey,"15,699","Throughout history, the vast majority of people around the globe have believed they have, however defined, a “soul.” While the question of whether the soul exists cannot be answered by science, what we can study are the causes and consequences of various beliefs about the soul and its prospects of surviving the death of the body. Why are soul and afterlife beliefs so common in human history? Are there adaptive advantages to assuming souls exist?  Are there brain structures that have been shaped by environmental pressures that provide the foundation of body/mind dualism that is such a prominent feature of many religions? How do these beliefs shape the worldviews of different cultures and our collective lives? What is the role of competing afterlife beliefs in religion, science, politics, and war? This course explores several facets of this relatively unexplored but profoundly important aspect of human thought and behavior."
2007,https://www.coursera.org/learn/recommender-systems-introduction,Introduction to Recommender Systems:  Non-Personalized and Content-Based,University of Minnesota,"30,976","This course, which is designed to serve as the first course in the Recommender Systems specialization, introduces the concept of recommender systems, reviews several examples in detail, and leads you through non-personalized recommendation using summary statistics and product associations, basic stereotype-based or demographic recommendations, and content-based filtering recommendations."
2008,https://www.coursera.org/learn/antibiotic-stewardship,Antibiotic Stewardship,Stanford University,"26,271",Antimicrobial Stewardship: Improving Clinical Outcomes by Optimization of Antibiotic Practices
2009,https://www.coursera.org/learn/artificialintelligence-in-healthcare,Business Application of Machine Learning and Artificial Intelligence in Healthcare,Northeastern University,"5,405",The future of healthcare is becoming dependent on our ability to integrate Machine Learning and Artificial Intelligence into our organizations. But it is not enough to recognize the opportunities of AI; we as leaders in the healthcare industry have to first determine the best use for these applications ensuring that we focus our investment on solving problems that impact the bottom line.
2010,https://www.coursera.org/learn/exposure-photography,"Cameras, Exposure, and Photography",Michigan State University,"219,449","Welcome to Course One of Photography Basics and Beyond: From Smartphone to DSLR! In these first 4 Modules you will gain the knowledge and the confidence that will help you make good choices as you consider qualities of the camera you own, and the qualities of the other types of digital cameras you might be considering. You will learn about the basic functions that most digital cameras have in common.  You will also go beyond the ""technical"" matters and learn about how you can make exciting pictures by emphasizing the aspects of Frame and Vantage Point to interpret old subjects in new ways.  Discovering accessories that photographers find useful, and the types of camera bags from mini to carry-on sized, is also in store for you.  You will also make your first photographs and, if you are a subscriber to the specialization, upload pictures to the web gallery and start interacting with your fellow learners in our ""Gallery.""  Let's get started with Module One!"
2011,https://www.coursera.org/learn/swift-5-programming-introduction,Introduction to Programming in Swift 5,LearnQuest,"15,628",Welcome to Introduction to Programming in Swift 5.
2012,https://www.coursera.org/learn/lesson-video-conferencing-face-to-face-but-online,Lesson | Video Conferencing: Face to Face but Online,Georgia Institute of Technology,"8,598","This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course."
2013,https://www.coursera.org/learn/matrix-algebra-engineers,Matrix Algebra for Engineers,The Hong Kong University of Science and Technology,"53,097","This course is all about matrices, and concisely covers the linear algebra that an engineer should know.   The mathematics in this course is presented at the level of an advanced high school student, but typically students should take this course after completing a university-level single variable calculus course.  There are no derivatives or integrals in this course, but students are expected to have attained a sufficient level of mathematical maturity.  Nevertheless, anyone who wants to learn the basics of matrix algebra is welcome to join."
2014,https://www.coursera.org/learn/differentiation-calculus,Calculus: Single Variable Part 2 - Differentiation,University of Pennsylvania,"39,239","Calculus is one of the grandest achievements of human thought, explaining everything from planetary orbits to the optimal size of a city to the periodicity of a heartbeat. This brisk course covers the core ideas of single-variable Calculus with emphases on conceptual understanding and applications. The course is ideal for students beginning in the engineering, physical, and social sciences. Distinguishing features of the course include: 1) the introduction and use of Taylor series and approximations from the beginning; 2) a novel synthesis of discrete and continuous forms of Calculus; 3) an emphasis on the conceptual over the computational; and 4) a clear, dynamic, unified approach."
2015,https://www.coursera.org/learn/aws-fundamentals-cloud-migration,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,"50,518","This four week course focuses on migrating workloads to AWS.  We will focus on  analyzing your current environment, planning your migration, AWS services that are commonly used during your migration, and the actual migration steps."
2016,https://www.coursera.org/learn/management-accounting,Management and financial accounting: Know your numbers 1,Macquarie University,"9,807","Financial literacy is a fundamental capability for any business leader, whether you are running your own small business/start-up or working at a large organisation. This course will provide you with a sound foundational understanding of financial and management accounting, and how to use accounting to facilitate and align decisions made by owners, managers and employees. Via structured learning activities (video lectures, quizzes, discussion prompts and written assessments) you will develop the ability to seek out financial opportunities and avoid financial misadventure. You’ll learn how to organise, create, interpret and communicate important financial information effectively, which will help you improve your organisation’s internal procedures and processes."
2017,https://www.coursera.org/learn/marketing-sales-english,Business English: Marketing and Sales,Arizona State University,"37,812","If you work in marketing, sales, or advertising, you already know that effective communication is a requirement. This can be even more difficult when expressing your ideas in a persuasive manner in English.  In this course, you will learn to use English more efficiently while joining successful global professionals around the world. Develop your skills along with authentic characters that work in marketing and also work hard to improve their communication skills. Learn from your successes and failures, reflect on your own style, strengths, and improvement areas. After taking this course, you will be able to:"
2018,https://www.coursera.org/learn/leadership-challenge,CAPSTONE: Your Leadership Challenge,HEC Paris,"2,980",Welcome to the capstone project course in the Coursera Inspirational Leadership Specialization!
2019,https://www.coursera.org/learn/aboriginal-education,Aboriginal Worldviews and Education,University of Toronto,"17,136","Intended for both Aboriginal and non-Aboriginal learners, this course will explore indigenous ways of knowing and how they can benefit all students. Topics include historical, social, and political issues in Aboriginal education; terminology; cultural, spiritual and philosophical themes in Aboriginal worldviews; and how Aboriginal worldviews can inform professional programs and practices, including but not limited to the field of education."
2020,https://www.coursera.org/learn/anatomy403-1x,Anatomy: Musculoskeletal and Integumentary Systems,University of Michigan,"68,606","In this anatomy course, part of the Anatomy Specialization, you will learn how the components of the integumentary system help protect our body (epidermis, dermis, hair, nails, and glands), and how the musculoskeletal system (bones, joints, and skeletal muscles) protects and allows the body to move."
2021,https://www.coursera.org/learn/matrix-factorization,Matrix Factorization and Advanced Techniques,University of Minnesota,"13,431","In this course you will learn a variety of matrix factorization and hybrid machine learning techniques for recommender systems.  Starting with basic matrix factorization, you will understand both the intuition and the practical details of building recommender systems based on reducing the dimensionality of the user-product preference space.  Then you will learn about techniques that combine the strengths of different algorithms into powerful hybrid recommenders."
2022,https://www.coursera.org/learn/songwriting-lyrics,Songwriting: Writing the Lyrics,Berklee College of Music,"102,121","There’s a songwriter lurking somewhere inside you, peeking around corners, wondering if it’s safe to come out. Now it is. This course is an invitation to let your inner songwriter step into the sunlight. All it takes is a simple “yes” and you’ll be climbing that windy hill, marveling at the view."
2023,https://www.coursera.org/learn/uva-darden-project-management-es,Aspectos básicos de la planificación y la gestión de proyectos,University of Virginia,"30,624","Vivimos rodeados de proyectos. Prácticamente todas las organizaciones dirigen proyectos, ya sea de manera formal o informal.Los tenemos en casa y en el trabajo. A través de determinados parámetros, principios de planificación y metodologías de ejecución, los proyectos se pueden gestionar de forma eficiente y efectiva. La gestión de proyectos ofrece a las organizaciones (y las personas) el lenguaje y los marcos para organizar proyectos, programar actividades, utilizar recursos y minimizar riesgos."
2024,https://www.coursera.org/learn/block-programming-k12-educators-abstraction-methods,"Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists",University of California San Diego,na,How do gamers cause things to happen when they hit buttons on their controller?  How does the computer keep track of gamer's scores?
2025,https://www.coursera.org/learn/leadership-skills,Building Your Leadership Skills,HEC Paris,"94,748","When taking this course, you will raise your own self-awareness and gain self-confidence for a better leadership."
